Date,Close,Volume
2019/10/9,75.7,59
2019/10/14,76.0,30
2019/10/15,76.4,81
2019/10/16,76.5,27
2019/10/17,75.8,79
2019/10/18,75.0,487
2019/10/21,75.9,45
2019/10/22,76.3,65
2019/10/23,76.4,60
2019/10/24,77.3,80
2019/10/25,78.1,98
2019/10/28,78.2,71
2019/10/29,77.6,64
2019/10/30,77.2,26
2019/10/31,77.5,18
2019/11/1,78.2,35
2019/11/4,78.8,77
2019/11/5,78.3,36
2019/11/6,78.2,72
2019/11/7,77.6,20
2019/11/8,78.4,63
2019/11/11,76.6,122
2019/11/12,76.4,45
2019/11/13,75.6,72
2019/11/14,74.8,103
2019/11/15,75.1,66
2019/11/18,75.1,95
2019/11/19,75.2,64
2019/11/20,76.4,118
2019/11/21,75.6,53
2019/11/22,76.0,41
2019/11/25,76.1,40
2019/11/26,76.4,35
2019/11/27,76.3,33
2019/11/28,76.5,60
2019/11/29,76.5,59
2019/12/2,76.0,28
2019/12/3,75.7,21
2019/12/4,75.8,15
2019/12/5,76.0,18
2019/12/6,76.0,32
2019/12/9,76.5,31
2019/12/10,77.2,79
2019/12/11,77.3,64
2019/12/12,77.4,35
2019/12/13,76.8,82
2019/12/16,77.3,81
2019/12/17,77.1,70
2019/12/18,77.8,110
2019/12/19,80.0,264
2019/12/20,82.9,788
2019/12/23,82.2,212
2019/12/24,85.1,904
2019/12/25,85.7,398
2019/12/26,85.7,277
2019/12/27,85.8,244
2019/12/30,85.3,179
2019/12/31,85.0,163
2020/1/2,84.1,176
2020/1/3,82.5,251
2020/1/6,82.6,98
2020/1/7,82.8,221
2020/1/8,83.0,112
2020/1/9,87.6,975
2020/1/10,88.8,1167
2020/1/13,82.2,1380
2020/1/14,81.9,392
2020/1/15,81.7,131
2020/1/16,80.9,223
2020/1/17,80.2,206
2020/1/20,80.9,106
2020/1/30,72.9,682
2020/1/31,71.1,1205
2020/2/3,66.0,998
2020/2/4,70.5,696
2020/2/5,69.5,370
2020/2/6,70.9,402
2020/2/7,70.3,326
2020/2/10,70.4,326
2020/2/11,71.3,292
2020/2/12,71.9,341
2020/2/13,73.5,506
2020/2/14,74.0,285
2020/2/17,73.3,276
2020/2/18,72.5,250
2020/2/19,72.8,208
2020/2/20,72.8,158
2020/2/21,72.6,118
2020/2/24,71.1,380
2020/2/25,71.7,301
2020/2/26,71.4,126
2020/2/27,70.7,189
2020/3/2,70.8,176
2020/3/3,70.3,112
2020/3/4,70.1,151
2020/3/5,70.8,112
2020/3/6,70.4,211
2020/3/9,69.4,271
2020/3/10,68.7,255
2020/3/11,69.0,86
2020/3/12,66.0,426
2020/3/13,65.9,365
2020/3/16,61.0,299
2020/3/17,56.7,340
2020/3/18,51.2,595
2020/3/19,46.1,511
2020/3/20,50.0,665
2020/3/23,47.15,399
2020/3/24,49.4,237
2020/3/25,54.2,466
2020/3/26,54.1,277
2020/3/27,56.2,401
2020/3/30,55.1,212
2020/3/31,55.6,248
2020/4/1,57.2,167
2020/4/6,57.2,122
2020/4/7,59.5,222
2020/4/8,63.5,351
2020/4/9,65.9,376
2020/4/10,64.5,330
2020/4/13,62.9,214
2020/4/14,64.5,235
2020/4/15,70.9,434
2020/4/16,67.7,508
2020/4/17,68.0,508
2020/4/20,68.6,344
2020/4/21,66.0,370
2020/4/22,65.6,169
2020/4/23,65.3,113
2020/4/24,65.6,86
2020/4/27,66.3,219
2020/4/28,69.0,641
2020/4/29,69.5,460
2020/4/30,71.2,564
2020/5/4,69.2,426
2020/5/5,68.7,249
2020/5/6,67.8,278
2020/5/7,69.5,262
2020/5/8,70.3,395
2020/5/11,71.9,625
2020/5/12,71.5,246
2020/5/13,70.5,262
2020/5/14,69.1,272
2020/5/15,68.7,177
2020/5/18,70.8,325
2020/5/19,70.4,349
2020/5/20,69.8,255
2020/5/21,70.4,165
2020/5/22,69.7,145
2020/5/25,76.5,2227
2020/5/26,78.7,2934
2020/5/27,79.6,1883
2020/5/28,77.7,1198
2020/5/29,78.4,397
2020/6/1,79.5,517
2020/6/2,79.1,401
2020/6/3,79.8,411
2020/6/4,79.8,450
2020/6/5,80.5,683
2020/6/8,79.9,730
2020/6/9,80.3,581
2020/6/10,80.7,326
2020/6/11,79.3,1309
2020/6/12,78.2,622
2020/6/15,78.1,313
2020/6/16,79.8,297
2020/6/17,79.1,170
2020/6/18,78.8,278
2020/6/19,78.7,189
2020/6/22,78.7,176
2020/6/23,78.5,251
2020/6/24,78.0,167
2020/6/29,76.6,499
2020/6/30,78.5,298
2020/7/1,78.0,263
2020/7/2,77.3,289
2020/7/3,76.8,229
2020/7/6,76.3,314
2020/7/7,74.2,549
2020/7/8,73.0,556
2020/7/9,74.5,290
2020/7/10,73.0,290
2020/7/13,73.0,132
2020/7/14,72.7,102
2020/7/15,72.5,162
2020/7/16,72.6,184
2020/7/17,71.8,201
2020/7/20,70.2,258
2020/7/21,70.6,276
2020/7/22,72.1,186
2020/7/23,72.0,97
2020/7/24,70.4,128
2020/7/27,69.0,333
2020/7/28,66.1,498
2020/7/29,68.6,271
2020/7/30,67.5,150
2020/7/31,68.4,87
2020/8/3,67.6,184
2020/8/4,67.4,109
2020/8/5,67.2,66
2020/8/6,66.9,118
2020/8/7,66.3,122
2020/8/10,66.6,120
2020/8/11,67.5,133
2020/8/12,67.3,117
2020/8/13,67.2,71
2020/8/14,67.3,69
2020/8/17,67.6,81
2020/8/18,66.9,117
2020/8/19,66.8,126
2020/8/20,65.2,228
2020/8/21,65.4,83
2020/8/24,64.2,157
2020/8/25,64.7,91
2020/8/26,66.3,93
2020/8/27,65.2,107
2020/8/28,65.2,53
2020/8/31,65.1,92
2020/9/1,65.2,63
2020/9/2,64.6,114
2020/9/3,64.8,88
2020/9/4,66.2,130
2020/9/7,66.0,131
2020/9/8,65.5,105
2020/9/9,66.2,129
2020/9/10,66.3,96
2020/9/11,65.7,90
2020/9/14,65.6,52
2020/9/15,65.7,44
2020/9/16,66.5,172
2020/9/17,67.8,218
2020/9/18,69.0,272
2020/9/21,69.4,219
2020/9/22,68.0,160
2020/9/23,67.2,100
2020/9/24,65.4,218
2020/9/25,65.5,98
2020/9/28,66.0,53
2020/9/29,66.8,55
2020/9/30,67.8,131
2020/10/5,67.2,71
2020/10/6,67.3,73
2020/10/7,67.3,34
2020/10/8,67.1,33
2020/10/12,67.4,196
2020/10/13,67.2,57
2020/10/14,67.5,43
2020/10/15,67.1,26
2020/10/16,66.6,58
2020/10/19,66.5,107
2020/10/20,66.1,40
2020/10/21,66.8,46
2020/10/22,66.9,38
2020/10/23,67.1,41
2020/10/26,66.5,36
2020/10/27,66.2,47
2020/10/28,66.2,39
2020/10/29,65.4,96
2020/10/30,65.1,65
2020/11/2,64.9,33
2020/11/3,64.9,67
2020/11/4,64.8,52
2020/11/5,65.3,44
2020/11/6,65.0,54
2020/11/9,65.4,47
2020/11/10,71.9,571
2020/11/11,70.9,1451
2020/11/12,69.6,293
2020/11/13,69.5,140
2020/11/16,70.1,223
2020/11/17,72.9,805
2020/11/18,73.5,461
2020/11/19,73.5,407
2020/11/20,73.2,153
2020/11/23,74.2,378
2020/11/24,74.9,315
2020/11/25,78.1,1252
2020/11/26,78.9,679
2020/11/27,78.0,374
2020/11/30,78.1,323
2020/12/1,76.8,304
2020/12/2,77.0,216
2020/12/3,77.6,316
2020/12/4,78.4,471
2020/12/7,78.3,275
2020/12/8,77.7,170
2020/12/9,77.4,412
2020/12/10,77.2,187
2020/12/11,76.5,201
2020/12/14,77.8,159
2020/12/15,78.7,660
2020/12/16,79.6,717
2020/12/17,78.9,197
2020/12/18,79.3,269
2020/12/21,78.3,252
2020/12/22,75.5,648
2020/12/23,75.2,474
2020/12/24,74.7,118
2020/12/25,74.3,103
2020/12/28,73.5,229
2020/12/29,74.5,101
2020/12/30,74.7,179
2020/12/31,75.0,119
2021/1/4,74.5,168
2021/1/5,73.6,224
2021/1/6,72.4,259
2021/1/7,72.1,143
2021/1/8,71.4,191
2021/1/11,71.3,125
2021/1/12,70.8,174
2021/1/13,71.9,156
2021/1/14,73.1,161
2021/1/15,72.2,91
2021/1/18,72.0,102
2021/1/19,72.1,94
2021/1/20,70.9,244
2021/1/21,70.7,153
2021/1/22,70.5,104
2021/1/25,70.8,204
2021/1/26,70.3,90
2021/1/27,71.2,104
2021/1/28,71.4,137
2021/1/29,71.5,83
2021/2/1,71.1,134
2021/2/2,71.5,75
2021/2/3,71.6,61
2021/2/4,71.8,83
2021/2/5,75.2,715
2021/2/17,77.4,646
2021/2/18,80.0,975
2021/2/19,79.8,718
2021/2/22,87.7,2312
2021/2/23,90.5,3461
2021/2/24,94.2,3664
2021/2/25,95.0,2187
2021/2/26,95.6,1895
2021/3/2,90.1,1916
2021/3/3,92.4,1155
2021/3/4,91.1,481
2021/3/5,90.7,494
2021/3/8,91.3,1196
2021/3/9,100.0,5294
2021/3/10,98.0,7435
2021/3/11,99.0,1559
2021/3/12,98.2,1174
2021/3/15,101.5,2684
2021/3/16,100.5,1222
2021/3/17,101.0,1098
2021/3/18,100.5,2205
2021/3/19,100.0,943
2021/3/22,101.5,1003
2021/3/23,98.0,1226
2021/3/24,98.4,705
2021/3/25,98.6,441
2021/3/26,99.0,328
2021/3/29,97.1,807
2021/3/30,97.5,641
2021/3/31,94.0,1032
2021/4/1,91.4,1244
2021/4/6,92.0,1227
2021/4/7,90.8,728
2021/4/8,92.0,418
2021/4/9,90.6,379
2021/4/12,90.6,357
2021/4/13,90.7,581
2021/4/14,89.5,593
2021/4/15,90.1,199
2021/4/16,92.2,517
2021/4/19,90.8,309
2021/4/20,90.6,195
2021/4/21,90.1,299
2021/4/22,88.1,954
2021/4/23,88.6,370
2021/4/26,87.2,667
2021/4/27,87.0,315
2021/4/28,85.5,580
2021/4/29,84.2,510
2021/5/3,80.9,962
2021/5/4,79.0,868
2021/5/5,82.6,528
2021/5/6,81.3,246
2021/5/7,81.7,214
2021/5/10,83.8,409
2021/5/11,80.5,475
2021/5/12,78.0,1271
2021/5/13,74.6,828
2021/5/14,73.8,403
2021/5/17,70.7,1293
2021/5/18,75.3,548
2021/5/19,77.4,500
2021/5/20,77.1,307
2021/5/21,80.1,497
2021/5/24,80.4,324
2021/5/25,79.6,281
2021/5/26,81.8,409
2021/5/27,81.7,346
2021/5/28,83.7,522
2021/5/31,83.1,496
2021/6/1,87.5,881
2021/6/2,87.8,504
2021/6/3,90.0,2074
2021/6/4,91.0,2228
2021/6/7,87.6,969
2021/6/8,89.8,511
2021/6/9,89.0,276
2021/6/10,90.3,398
2021/6/11,89.7,294
2021/6/15,91.7,702
2021/6/16,90.3,471
2021/6/17,91.0,284
2021/6/18,90.3,245
2021/6/21,92.9,1319
2021/6/22,92.0,679
2021/6/23,92.0,576
2021/6/24,92.1,291
2021/6/25,91.6,362
2021/6/28,89.1,741
2021/6/29,88.2,433
2021/6/30,90.4,406
2021/7/1,92.9,1136
2021/7/2,90.8,801
2021/7/5,91.6,212
2021/7/6,93.5,791
2021/7/7,97.8,4073
2021/7/8,94.0,2011
2021/7/9,92.4,1034
2021/7/12,92.8,408
2021/7/13,90.4,656
2021/7/14,90.7,370
2021/7/15,91.6,231
2021/7/16,92.0,365
2021/7/19,92.6,480
2021/7/20,91.3,249
2021/7/21,90.4,318
2021/7/22,90.9,214
2021/7/23,92.7,930
2021/7/26,90.6,392
2021/7/27,90.1,328
2021/7/28,89.5,321
2021/7/29,89.9,96
2021/7/30,89.1,250
