Date,Close,Volume
2019/01/02,9554.14,3181887
2019/01/03,9492.42,3909333
2019/01/04,9382.51,4641922
2019/01/07,9590.3,4278680
2019/01/08,9563.6,3442382
2019/01/09,9738.31,5087083
2019/01/10,9720.69,3944590
2019/01/11,9759.4,3875542
2019/01/14,9708.22,3305220
2019/01/15,9806.04,3985662
2019/01/16,9763.81,4098793
2019/01/17,9789.15,3795594
2019/01/18,9836.06,3833530
2019/01/21,9889.4,3914447
2019/01/22,9894.66,3237523
2019/01/23,9846.4,2835523
2019/01/24,9877.12,3207913
2019/01/25,9969.61,4394588
2019/01/28,10013.33,3871048
2019/01/29,9931.59,3378364
2019/01/30,9932.26,3297972
2019/02/11,10004.25,4608242
2019/02/12,10097.74,5050706
2019/02/13,10090.58,5252463
2019/02/14,10089.01,4646306
2019/02/15,10064.78,4550944
2019/02/18,10145.28,4301150
2019/02/19,10152.26,4208666
2019/02/20,10272.46,4830625
2019/02/21,10319.53,4884960
2019/02/22,10322.92,4345793
2019/02/25,10390.93,5156758
2019/02/26,10391.55,5028654
2019/02/27,10389.17,4527551
2019/03/04,10349.88,4682754
2019/03/05,10305.26,3898184
2019/03/06,10357.15,3747917
2019/03/07,10311.68,4271904
2019/03/08,10241.75,4256028
2019/03/11,10250.28,3727319
2019/03/12,10343.33,4177042
2019/03/13,10373.32,3739561
2019/03/14,10348.65,4103823
2019/03/15,10439.24,5087001
2019/03/18,10512.7,4363088
2019/03/19,10512.32,4461990
2019/03/20,10551.56,4276095
2019/03/21,10609.55,4144837
2019/03/22,10639.07,4800555
2019/03/25,10479.48,4477541
2019/03/26,10559.2,3852511
2019/03/27,10542.7,4025702
2019/03/28,10536.26,3801407
2019/03/29,10641.04,4735272
2019/04/01,10642.63,5543097
2019/04/02,10690.3,4649133
2019/04/03,10704.38,4099474
2019/04/08,10800.57,5397269
2019/04/09,10851.6,5083146
2019/04/10,10868.14,4653211
2019/04/11,10808.77,5053919
2019/04/12,10805.3,4364261
2019/04/15,10875.6,4604440
2019/04/16,10927.85,5035157
2019/04/17,10997.26,5520963
2019/04/18,10962.02,5725981
2019/04/19,10968.5,4472499
2019/04/22,10987.71,4430982
2019/04/23,11025.68,4014010
2019/04/24,11027.64,4274070
2019/04/25,11039.86,4082642
2019/04/26,10952.47,4420373
2019/04/29,10939.06,4142692
2019/04/30,10967.73,3705946
2019/05/02,11004.49,3605687
2019/05/03,11096.3,3875733
2019/05/06,10897.12,5130836
2019/05/07,10987.14,3849934
2019/05/08,10923.71,4126259
2019/05/09,10733.67,5190749
2019/05/10,10712.99,4735426
2019/05/13,10558.29,4080948
2019/05/14,10519.25,5244992
2019/05/15,10560.71,4224701
2019/05/16,10474.61,4299212
2019/05/17,10384.11,4828248
2019/05/20,10398.41,3996675
2019/05/21,10464.5,4519183
2019/05/22,10457.22,3769296
2019/05/23,10308.37,4354371
2019/05/24,10328.28,3884772
2019/05/27,10334.13,3577828
2019/05/28,10312.31,4917736
2019/05/29,10301.78,3819679
2019/05/30,10382.99,3904131
2019/05/31,10498.49,4760031
2019/06/03,10500.07,3979301
2019/06/04,10429.12,3485945
2019/06/05,10461.62,3685787
2019/06/06,10409.2,3670200
2019/06/10,10566.47,4262145
2019/06/11,10607.76,5029081
2019/06/12,10615.66,4188927
2019/06/13,10561.01,3784953
2019/06/14,10524.67,3216009
2019/06/17,10530.54,3248850
2019/06/18,10566.74,3103689
2019/06/19,10775.34,5034596
2019/06/20,10785.01,5022058
2019/06/21,10803.77,5345671
2019/06/24,10779.45,3629979
2019/06/25,10706.72,3891025
2019/06/26,10652.55,3364138
2019/06/27,10773.9,4490875
2019/06/28,10730.83,3449967
2019/07/01,10895.46,4985631
2019/07/02,10865.12,4295548
2019/07/03,10743.77,4246162
2019/07/04,10775.9,3797646
2019/07/05,10785.73,3400302
2019/07/08,10751.22,3738945
2019/07/09,10702.78,3474464
2019/07/10,10798.48,4044852
2019/07/11,10843.42,4997530
2019/07/12,10824.35,4559013
2019/07/15,10876.43,4625135
2019/07/16,10886.05,4451418
2019/07/17,10828.48,4588257
2019/07/18,10799.28,4212328
2019/07/19,10873.19,4502161
2019/07/22,10944.53,4435604
2019/07/23,10947.26,4564947
2019/07/24,10935.76,4789346
2019/07/25,10941.41,5034848
2019/07/26,10891.98,4227775
2019/07/29,10885.73,3873144
2019/07/30,10830.9,4493608
2019/07/31,10823.81,4476398
2019/08/01,10731.75,4521619
2019/08/02,10549.04,5675601
2019/08/05,10423.41,4911728
2019/08/06,10394.75,6008242
2019/08/07,10386.18,4468033
2019/08/08,10494.49,4470132
2019/08/12,10472.36,4517408
2019/08/13,10362.66,4522361
2019/08/14,10427.73,5037463
2019/08/15,10327.13,5071669
2019/08/16,10420.89,4700960
2019/08/19,10488.75,4574050
2019/08/20,10522.5,4542661
2019/08/21,10525.8,3932448
2019/08/22,10529.78,4396250
2019/08/23,10538.11,3942656
2019/08/26,10354.57,4862207
2019/08/27,10387.23,4120194
2019/08/28,10434.29,3597431
2019/08/29,10462.43,3866814
2019/08/30,10618.05,5323560
2019/09/02,10634.85,4333278
2019/09/03,10558.21,4043809
2019/09/04,10657.31,4338123
2019/09/05,10756.93,6013120
2019/09/06,10780.64,4827692
2019/09/09,10801.14,4543925
2019/09/10,10753.58,4475712
2019/09/11,10790.35,4310865
2019/09/12,10827.55,4330422
2019/09/16,10898.13,4390073
2019/09/17,10874.5,4238580
2019/09/18,10929.45,4380465
2019/09/19,10894.7,4094709
2019/09/20,10929.69,4712806
2019/09/23,10919.02,3976565
2019/09/24,10918.01,3872481
2019/09/25,10873.69,3880868
2019/09/26,10871.99,3878756
2019/09/27,10829.68,4211145
2019/10/01,10967.65,4472012
2019/10/02,10947.88,3889705
2019/10/03,10875.91,4266892
2019/10/04,10894.48,3672471
2019/10/07,10935.06,3586313
2019/10/08,11017.31,4035566
2019/10/09,10889.96,4030996
2019/10/14,11066.95,5403098
2019/10/15,11111.8,4269306
2019/10/16,11162.83,4714707
2019/10/17,11186.88,4076737
2019/10/18,11180.22,4569104
2019/10/21,11184.15,3463242
2019/10/22,11271.25,4030052
2019/10/23,11239.67,4355567
2019/10/24,11320.14,4619088
2019/10/25,11296.12,4168409
2019/10/28,11315.02,3817458
2019/10/29,11333.87,4323618
2019/10/30,11380.28,3839427
2019/10/31,11358.71,4573175
2019/11/01,11399.53,4127358
2019/11/04,11556.85,5039807
2019/11/05,11644.03,4832472
2019/11/06,11653.07,5054923
2019/11/07,11606.56,4416657
2019/11/08,11579.54,4256500
2019/11/11,11427.28,4657136
2019/11/12,11520.37,3791823
2019/11/13,11467.83,3533002
2019/11/14,11450.42,3979806
2019/11/15,11525.6,4272058
2019/11/18,11599.78,3869365
2019/11/19,11656.4,4131971
2019/11/20,11631.2,3845936
2019/11/21,11558.27,3940917
2019/11/22,11566.8,3669395
2019/11/25,11561.58,3954172
2019/11/26,11576.82,5309655
2019/11/27,11647.46,4334379
2019/11/28,11617.08,3930383
2019/11/29,11489.57,4447827
2019/12/02,11502.83,4295183
2019/12/03,11531.58,3791301
2019/12/04,11510.47,3834439
2019/12/05,11594.65,4393485
2019/12/06,11609.64,3900027
2019/12/09,11660.77,4433349
2019/12/10,11627.84,4100752
2019/12/11,11700.77,4024932
2019/12/12,11836.42,4768917
2019/12/13,11927.73,5505203
2019/12/16,11939.77,5076417
2019/12/17,12097.01,5325369
2019/12/18,12122.45,4817570
2019/12/19,12018.9,4222936
2019/12/20,11959.08,4682666
2019/12/23,12022.23,3756921
2019/12/24,11976.38,3313869
2019/12/25,12008.13,3174857
2019/12/26,12001.01,3176657
2019/12/27,12091.59,3729441
2019/12/30,12053.37,3867671
2019/12/31,11997.14,3475032
2020/01/02,12100.48,4335855
2020/01/03,12110.43,5527302
2020/01/06,11953.36,4679171
2020/01/07,11880.32,4659753
2020/01/08,11817.1,5076957
2020/01/09,11970.63,4490694
2020/01/10,12024.65,4171337
2020/01/13,12113.42,4685839
2020/01/14,12179.81,4865029
2020/01/15,12091.88,4161534
2020/01/16,12066.93,3843280
2020/01/17,12090.29,3942939
2020/01/20,12118.71,3495615
2020/01/30,11421.74,8369093
2020/01/31,11495.1,5699273
2020/02/03,11354.92,7052356
2020/02/04,11555.92,5734166
2020/02/05,11573.62,5469767
2020/02/06,11749.68,5395679
2020/02/07,11612.81,4677911
2020/02/10,11574.07,4891318
2020/02/11,11664.04,4548297
2020/02/12,11774.19,4891074
2020/02/13,11791.78,4996699
2020/02/14,11815.7,3926585
2020/02/17,11763.51,4165125
2020/02/18,11648.98,4315111
2020/02/19,11758.84,4774544
2020/02/20,11725.09,4743317
